title	id	price	condition	availability	channel	feed label	language	additional image link	age group	all clicks	brand	canonical link	color	custom label 0	custom label 1	custom label 2	custom label 3	custom label 4	description	gender	google product category	gtin	identifier exists	image link	item group id	link	material	merchant item id	modification info(modification source:modifier)	mpn	pattern	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	return policy label	sell on google quantity	shipping(country)	shipping label	shipping weight	size	sku	update type
"Beige Ankle Cotton Leggings for Women - Sand Castle, Ankle Length Stretchable Slim Fit Daily Wear | Twin Birds, 3XL / Sand Castle"	shopify_IN_8178660573500_44638136271164	549.00 INR	new	out of stock	Online	IN	en		adult	0	Twin Birds	https://twinbirds.co.in/products/women-ankle-legging-cotton-sand-castle	Sand Castle	leggings	ankle	500_700	all_season	bestseller	"<p> <span>Warm, minimal, and inherently elegant - Sand Castle is the versatile sandy beige that anchors any outfit with effortless understated style. <br> <br>These Sand Castle ankle length cotton leggings are made for women who want a reliable, comfortable everyday fit - whether it's a work-from-home day, an office meeting, a college class, or a casual outing with family. <br> <br>Key Features: <br>• Cotton Ankle Leggings for Women - Sand Castle (Beige/Sand Colour) <br>• Super 4-Way Stretch Comfort - Premium cotton + elastane blend for all-day flexibility and perfect fit <br>• Ankle Length Design - Classic slim silhouette that pairs beautifully with tops, T-shirts, kurtis & tunics <br>• Wide No-Roll Waistband - Secure, flat waistband for everyday comfort and confidence - no slipping, no digging <br>• Breathable & Lightweight - Soft cotton fabric ideal for all-day wear in every Indian season <br>• Shape-Retaining Fabric - Retains its form wash after wash; no bagging, no pilling <br> <br> <br>Fabric: Cotton Elastane <br>Length: Ankle Length <br>Fit: Slim Fit <br>Occasion: Daily Wear, Office Wear, Minimalist Casual <br>Style with: The perfect minimal neutral - works with bold colours, prints, or pastels. Especially elegant with earthy ethnic tops. <br>Available sizes: S to 3XL <br>Care: Machine washable | Do not bleach <br> <br>Best for: daily wear, office wear, minimalist casual <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_836faded-cf1a-45c5-a44f-4de4ed63a7e1.jpg?v=1762329612	8178660573500	https://twinbirds.co.in/products/women-ankle-legging-cotton-sand-castle?currency=INR&country=IN&variant=44638136271164&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Cotton Elastane			1502-Sand Castle_3XL	Solid		Women > Leggings > Cotton Leggings > Ankle Length		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	3XL		
Kids Cotton Ankle Legging - Carbon Black 34 / Carbon Black	shopify_IN_8178707398972_44638247485756	449.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/products/263A3431.jpg?v=1680519597,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/263A3435.jpg?v=1680519597,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/263A3437.jpg?v=1680519597		0	Twin Birds		Carbon Black						Buy Twinbirds Carbon Black Kids Ankle Legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/products/263A3416.jpg?v=1680519597	shopify_IN_8178707398972	https://twinbirds.co.in/products/kids-ankle-leggings-cotton-carbon-black?variant=44638247485756&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638247485756	third party shopify:third party syncing			size:34:Variant,color:Carbon Black:Variant	Kids Ankle Legging			69			0.15 kg	34	2502-CarbonBlack-34	
"Turquoise Ankle Cotton Leggings for Women - Grand Turquoise, Ankle Length Stretchable Slim Fit Casual Wear | Twin Birds, S / Grand Turquoise"	shopify_IN_8178655985980_44638125457724	549.00 INR	new	in stock	Online	IN	en		adult	0	Twin Birds	https://twinbirds.co.in/products/women-ankle-legging-cotton-grand-turquoise	Grand Turquoise	leggings	ankle	500_700	all_season	bestseller	"<p> <span>Vivid, jewel-toned, and wonderfully bold - Grand Turquoise is the striking blue-green that instantly refreshes any outfit with effortless summer energy. <br> <br>These Grand Turquoise ankle length cotton leggings are made for women who want a reliable, comfortable everyday fit - whether it's a work-from-home day, an office meeting, a college class, or a casual outing with family. <br> <br>Key Features: <br>• Cotton Ankle Leggings for Women - Grand Turquoise (Turquoise/Teal Blue) <br>• Super 4-Way Stretch Comfort - Premium cotton + elastane blend for all-day flexibility and perfect fit <br>• Ankle Length Design - Classic slim silhouette that pairs beautifully with tops, T-shirts, kurtis & tunics <br>• Wide No-Roll Waistband - Secure, flat waistband for everyday comfort and confidence - no slipping, no digging <br>• Breathable & Lightweight - Soft cotton fabric ideal for all-day wear in every Indian season <br>• Shape-Retaining Fabric - Retains its form wash after wash; no bagging, no pilling <br> <br> <br>Fabric: Cotton Elastane <br>Length: Ankle Length <br>Fit: Slim Fit <br>Occasion: Casual Wear, Summer Wear, Vibrant Daily <br>Style with: Pairs strikingly with white, coral, or cream tops. A bold, jewel-toned shade that works beautifully in summer. <br>Available sizes: S to 3XL <br>Care: Machine washable | Do not bleach <br> <br>Best for: casual wear, summer wear, vibrant daily <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_ea3f88fd-46a3-4030-80eb-998dd0939e1c.jpg?v=1762329730	8178655985980	https://twinbirds.co.in/products/women-ankle-legging-cotton-grand-turquoise?currency=INR&country=IN&variant=44638125457724&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Cotton Elastane			1502-Grand Turquoise_S	Solid		Women > Leggings > Cotton Leggings > Ankle Length		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	S		
Kids Cotton Capri Legging - Carbon Black 30 / Carbon Black	shopify_IN_8178682462524_44638192697660	399.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2501-CARBONBLACK_1.jpg?v=1680518694,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2501-CARBONBLACK_2.jpg?v=1680518694,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2501-CARBONBLACK.jpg?v=1680518694		4	Twin Birds		Carbon Black						Buy Twinbirds Carbon Black Kids Capri Legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2501-CARBONBLACK_3.jpg?v=1680518694	shopify_IN_8178682462524	https://twinbirds.co.in/products/kids-capri-leggings-cotton-carbon-black?variant=44638192697660&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638192697660	third party shopify:third party syncing			size:30:Variant,color:Carbon Black:Variant	Kids Capri Leggings			77			0.23 kg	30	2501-Carbon Black_30	
Solid Wide Leg Palazzo - Sweet Corn L / Sweet Corn	shopify_IN_8178681676092_44638190666044	649.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/products/1_b71980a8-5dc0-4ba2-ab39-f23e04e25c75.jpg?v=1681808189,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2_6f8238d4-63f9-49d1-9e29-d5513d6cf47b.jpg?v=1681808189,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/3_fb15a31c-bf1b-4399-aa22-4930c595dd2d.jpg?v=1681808189,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/4_f7b3ef35-e208-49c6-b12e-8e610a49b8f7.jpg?v=1681808189,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/5_aea8b523-8fae-4650-8fe7-509a0eb05810.jpg?v=1681808189		8	Twin Birds		Sweet Corn						Buy Twinbirds Sweet Corn Women Wide Leg Palazzo online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/products/1801-WIDELEGPALAZZO-SWEETCORN.jpg?v=1681808189	shopify_IN_8178681676092	https://twinbirds.co.in/products/women-wide-leg-palazzo-sweet-corn?variant=44638190666044&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638190666044	third party shopify:third party syncing			size:L:Variant,color:Sweet Corn:Variant	Wide Leg Palazzo			91			0.45 kg	L	1801-Sweet Corn_L	
Buy Queen Bee Metallic Pants - Golden Shine Style | Twin Birds XL / Queen Bee	shopify_IN_8476713648444_45708540248380	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_e732ff8f-04ef-4c41-b5cf-56a157929022.jpg?v=1761380767,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_de58b233-9f14-4d56-8863-307a7c67672a.jpg?v=1761380767,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_79b4da76-a2eb-44d8-bcbd-6ecf495df866.jpg?v=1761380767,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_a8e44382-df7d-4135-8c36-0e8bad814b98.jpg?v=1761380766,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_3d0d5769-f551-4fb8-903e-c538eb702dee.jpg?v=1761380766,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_b91e1ca3-5409-429b-a02f-557486613fc9.jpg?v=1761380767,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_b30076c1-a884-4284-a337-4e4cbc0504db.jpg?v=1761380767		3	Twin Birds		Queen Bee						Brighten your festive wardrobe with Queen Bee metallic pant for women. Soft stretch shimmer with stunning golden hue. Explore Twin Birds!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_b3a20be3-8564-4d27-9051-df499c992da4.jpg?v=1761380767	shopify_IN_8476713648444	https://twinbirds.co.in/products/women-metallic-straight-pant-queen-bee?variant=45708540248380&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/45708540248380	third party shopify:third party syncing			size:XL:Variant,color:Queen Bee:Variant	Metallic Pant			83			0.0002 kg	XL	1907-Queen Bee-XL	
Oversize Tee – Jet Black XL / Jet Black	shopify_IN_10343484195132_52911995978044	449.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_e2d69521-515d-4093-9349-60feb7e284a4.jpg?v=1774283603,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_887d0b72-b8c6-4c6d-8aa2-d325f7a8498b.jpg?v=1774283603,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_577835bf-a440-4264-932f-17974ff01938.jpg?v=1774283603,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_2704693c-2a96-4527-9fb3-77ec0e189605.jpg?v=1774283602,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_048033bc-5db0-4dbe-a0ce-701b6daab9bd.jpg?v=1774283603,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_96e1b163-eed1-4e10-af4c-52bb8a375d73.jpg?v=1774283603		0	Twin Birds		Jet Black						Oversized fit with drop shoulders Soft Cotton Fabric On-trend colors					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_b0877278-137f-494a-9eaf-faac550213ca.jpg?v=1774283603	shopify_IN_10343484195132	https://twinbirds.co.in/products/womens-oversize-tshirt-jet-black?variant=52911995978044&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52911995978044	third party shopify:third party syncing			size:XL:Variant,color:Jet Black:Variant	Oversize Tee			15			0.16 kg	XL	1922-OST018/Jet-Black-XL	
Secura Shorts - Navy 2XL / Navy	shopify_IN_8178770215228_44638403494204	349.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/products/1_f84f79d3-05a8-4134-b8fa-e711d744ff06.jpg?v=1681881697,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/3_ef5eb14b-9c1f-409d-a426-00ab44ced822.jpg?v=1681881697,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2_15f10d71-def9-45da-84a7-6bc8fd9f48f5.jpg?v=1681881697,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/4_c4487013-8ff8-4dfd-bbff-5fe54909c1dd.jpg?v=1681881697,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/6_150a6500-0e1a-48de-ad57-535d79a6b958.jpg?v=1681881697,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/7_071b8ca3-f38e-48e8-ae6f-a29c4b5b0a63.jpg?v=1681881697		1	Twin Birds		Navy						Twinbirds Navy Women Secura Shorts					https://cdn.shopify.com/s/files/1/0705/5556/6396/products/3366-SECURASHORTS-NAVYRIBBON.jpg?v=1681881697	shopify_IN_8178770215228	https://twinbirds.co.in/products/women-inner-wear-secura-shorts-navy?variant=44638403494204&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638403494204	third party shopify:third party syncing			size:2XL:Variant,color:Navy:Variant	Women Secura Shorts			48			0.15 kg	2XL	3366-Navy-2XL	
Buy Saree Shaper for Women Sugar Cookie Online | Twin Birds XL / Sugar Cookie / Regular - Upto 5'4	shopify_IN_9647759393084_49934064058684	899.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1191_-_Sugar_Cookie.jpg?v=1757744208,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_6d8afd69-658e-487b-8eff-51b63d82d55b.jpg?v=1757744208,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_dc7754cd-c192-4f11-a499-4d7050fc5d19.jpg?v=1757744208,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_e1fdb60c-1d98-4f66-b299-33ad661fae73.jpg?v=1757744208,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_45244318-1dc3-423e-b822-871e2e1664d1.jpg?v=1757744208		11	Twin birds		Sugar Cookie						Sugar Cookie saree shapewear with silky stretch fabric in nude shade. Mermaid flare & drawstring waist for secure fit. Shop Twin Birds saree shapewear online today!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_f784d35e-3e1f-4405-96b5-f873ca7bbaf6.jpg?v=1723444079	shopify_IN_9647759393084	https://twinbirds.co.in/products/twinbirds-sugar-cookie-women-saree-shaper?variant=49934064058684&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/49934064058684	third party shopify:third party syncing			size:XL:Variant,color:Sugar Cookie:Variant,height:Regular - Upto 5'4:Variant	Saree Shaper	true		91			0.24 kg	XL	1191-Sugar Cookie-XL	
Relaxed Fit Tee – Blue Opel XS / Blue Opel	shopify_IN_10343473774908_52911940665660	399.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_a32e7cc0-e08a-4f3e-a05d-984a643b6493.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_53041920-e355-4e39-8860-c17db1c095ff.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_6ce4e498-c0a3-492b-ae1d-d1c0daa21d84.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_613224f5-0e56-4db7-9bb6-c7c783383e3f.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_f25e5865-8e5f-4f49-9e03-05f64800e4a8.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_c51c22d1-8f36-4a6d-baa4-711735428e61.jpg?v=1774280801,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_5b53a3e3-1d1f-4a5a-8a4e-b051bc8e60cf.jpg?v=1774280801		0	Twin Birds		Blue Opel						Soft cotton tee Relaxed comfy fit Everyday casual wear					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_f4d80f5f-daf4-4841-945a-6c8132c5432e.jpg?v=1774280801	shopify_IN_10343473774908	https://twinbirds.co.in/products/womens-relaxed-fit-tshirt-blue-opel?variant=52911940665660&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52911940665660	third party shopify:third party syncing			size:XS:Variant,color:Blue Opel:Variant	Relaxed fit tee			9			0.12 kg	XS	1921-RFT021/Blue/Opel-XS	
Buy Saree Shaper Shimmer Electric Violet Online | Twin Birds 3XL / Electric Violet / Regular - Upto 5'4	shopify_IN_8173489357116_44620320145724	899.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1191_-_Electric_Violet.jpg?v=1757745477,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_f92ebb9e-82b9-4996-8e19-eda4e7c0ce13.jpg?v=1757745477,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_d9501c25-95e2-45ca-bcc1-e3a87c8ce93e.jpg?v=1757745477,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_78790098-2753-4087-b0dd-fb1808f8ce02.jpg?v=1757745477,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_bf99111f-1b8d-473a-96ac-47803cc82cac.jpg?v=1757745477		7	Twin Birds		Electric Violet						"Vibrant purple saree shaper with silky shimmer, flared hem & secure waistband. Shop Twin Birds saree shapewear online for chic draping!"					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_67493fb5-6846-4bd7-b2a6-b5aef7bbd5dc.jpg?v=1712223061	shopify_IN_8173489357116	https://twinbirds.co.in/products/women-saree-shaper-shimmer-electric-violet?variant=44620320145724&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44620320145724	third party shopify:third party syncing			size:3XL:Variant,color:Electric Violet:Variant,height:Regular - Upto 5'4:Variant	Saree Shaper			82			0.24 kg	3XL	1191-ElectricViolet-3XL	
Chloro Phyll Churidar legging 3XL / Chloro Phyll	shopify_IN_8178664866108_44638146494780	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/products/2_187046f1-88d5-43bf-919d-3d7a9f6adabb.jpg?v=1679638003,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/3_958bb74c-8430-4b28-a47c-265c23b4a450.jpg?v=1679638003,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/4_3c687e19-74ec-4f9f-a76f-7c59e05b6604.jpg?v=1679638003,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/5_71d825d1-4e5d-4b88-9863-9ac6a4d465c9.jpg?v=1679638003,https://cdn.shopify.com/s/files/1/0705/5556/6396/products/10_7eda0c41-639a-4427-b3c2-a497a7b794b2.jpg?v=1679638003		0	Twin Birds		Chloro Phyll						Buy Twinbirds Chloro Phyll women Churidar legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/products/1_4ba60c03-d8f8-42d6-9243-76695f02df62.jpg?v=1679638003	shopify_IN_8178664866108	https://twinbirds.co.in/products/women-churidar-legging-cotton-chloro-phyll?variant=44638146494780&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638146494780	third party shopify:third party syncing			size:3XL:Variant,color:Chloro Phyll:Variant	Churidhar Leggings Cotton			19			0.23 kg	3XL	1503-ChloroPhyll_3XL	
Buy Honey Mustard Women Stylish High Ankle Legging Online	10193420368497613454	499.00 INR	new	in stock	Online	IN	en			0									Buy TwinBirds Honey Mustard Women High Ankle Legging online. Shop from an exclusive range at Best Prices in India from TwinBirds. Assured Quality					http://twinbirds.co.in/cdn/shop/files/1_d971328f-9d77-40ac-82e8-9b73bd89f1b4.jpg?v=1763365329		https://twinbirds.co.in/products/women-high-ankle-legging-viscose-honey-mustard											IN					
Bamboo Modal Churidar Legging - White 2XL / White	shopify_IN_8178771034428_44638406148412	849.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_c3f95a6c-7bf1-4105-8de6-20aebbb3c108.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_bf75c3ae-7d5c-4945-aafd-5ce81363e9fd.jpg?v=1772108681,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_45b67a4d-ef33-428c-8698-f742f5fdf429.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_9208c76c-9cf7-4460-ba95-f44dc232ad46.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_60995ae6-1aef-484e-ab72-36269da70799.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_96a42829-5809-4607-bdf7-893cb2e0c620.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_e600d36f-1ca4-445a-89da-12fb7d92422e.jpg?v=1772108682,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_6b71055d-fa3b-44ea-8484-c816c12dd8bd.jpg?v=1772108682		6	Twin Birds		White						Buy Twinbirds Bamboo Modal White Churidar Legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1503B-CHURIDARLEGGINGBAMBOO-BAMBOOWHITE.jpg?v=1710842207	shopify_IN_8178771034428	https://twinbirds.co.in/products/women-churidar-legging-bamboo-white?variant=44638406148412&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638406148412	third party shopify:third party syncing			size:2XL:Variant,color:White:Variant	Bamboo Modal Churidar Legging			113			0.23 kg	2XL	1503B-BAMBOOWHITE-2XL	
Classic Polo Tee - Sage Green L / Sage Green	shopify_IN_10360651809084_52968713257276	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_31e103c6-e6cd-4aa8-aec1-2a61d3cf31e0.jpg?v=1775734441,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_8800f683-7856-408b-b276-126dd56c47a2.jpg?v=1775734445,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_5cd3dd30-7c7a-464f-b499-6df0d8b898ad.jpg?v=1775734447,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_2c464688-81f6-4493-a0c2-236424a335cd.jpg?v=1775734450,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_3729aa89-2b7e-4157-a35d-a73b2fcaae50.jpg?v=1775734454		3	Twin Birds		Sage Green						Timeless polo drip Soft airy feel Smart casual fit					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_9787ec80-627e-4287-866f-24cc70226907.jpg?v=1775734438	shopify_IN_10360651809084	https://twinbirds.co.in/products/classic-polo-tee-sage-green?variant=52968713257276&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52968713257276	third party shopify:third party syncing			size:L:Variant,color:Sage Green:Variant	Classic Polo Tee			9			0.24 kg	L	AT007-SageGreen-L	
Solid Wide Leg Palazzo - Mehandi Maroon M / Mehandi Maroon	shopify_IN_8178679054652_44638185652540	649.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_ec4ef633-0280-4b03-90a3-82c693eec6bc.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_34643113-f040-4f57-a901-fbf2adde7a7b.jpg?v=1760159791,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_be90ccd5-4cd8-4c44-b7f4-a0ef709f19dc.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_a457d12c-35a6-499a-8ddb-d44ade4ee5a7.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_e813d385-3aa8-4857-958d-d6f48127f65d.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_14a726d7-836c-4f08-a536-767a7cb7f088.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_0af87e94-a6f3-4295-9580-f50e46c45395.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_ba14a006-e1f3-4cc2-b123-7b38f28b3d2a.jpg?v=1760159790,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/10_e36cfa15-5421-4425-ad2e-29ab3a030024.jpg?v=1760159790		24	Twin Birds		Mehandi Maroon						Buy Twinbirds Mehandi Maroon Women Wide Leg Palazzo online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_2c93f12f-d144-4491-a1e3-07c895f9a9b5.jpg?v=1760159790	shopify_IN_8178679054652	https://twinbirds.co.in/products/women-wide-leg-palazzo-mehandi-maroon?variant=44638185652540&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638185652540	third party shopify:third party syncing			size:M:Variant,color:Mehandi Maroon:Variant	Wide Leg Palazzo			86			0.45 kg	M	1801-Mehandi Maroon_M	
Goose Solid Pant Co-ord - Blue Hue S / Blue Hue	shopify_IN_10340806164796_52902097682748	999.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_d8dbe69c-8cb7-4fb3-a595-f9b734b244a3.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_49f40160-f5e8-420a-815e-2941e7e6a150.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_2eb9087f-0f3c-411c-a1b2-b98b7b0be713.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_2_c5dc3c8d-f931-4e1b-8f4c-fdfa9bc6bb90.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_e1e7dac6-a3fc-41a3-a9bb-f1c702c7dc1f.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_0f9563f6-1ede-45a0-b851-a8f40f6e6ce9.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_df458c8d-ad0c-4c18-b469-39225b4ea25c.jpg?v=1773987341,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_b4fbdca3-9b27-4f2d-a9a2-e031ce51f313.jpg?v=1773987341		1	Twin Birds		Blue Hue						Soft cotton co-ord nightwear pant set Graphic coordinated print in tee and pant Drawstring fit pants with pockets					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_a8b4f3cd-f8eb-4d16-8005-cf226ad88075.jpg?v=1773987341	shopify_IN_10340806164796	https://twinbirds.co.in/products/goose-solid-pant-co-ord-blue-hue?variant=52902097682748&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52902097682748	third party shopify:third party syncing			size:S:Variant,color:Blue Hue:Variant	Solid Pant Co-ord			18			0.38 kg	S	1938-SCRD008-S	
